File............:  ni3-xiegc - DEC,26.2017

System..........:  Ni-xiegc3
Temperature.....:  -1.3+-0.1C
Time............:  08:18:33-08:27:15
Slewrate........:  100mV/s
Comment.........:  0.6-1.9
                   
                   
                   
                   
Electr.area/sqcm:  
                   
Cyclic voltammogram

Lines:   4015
Columns: 3

Number    Time/s    Potential/V   Current/A 
1738        225.7       0.512      4.200e-04
1739        225.9       0.499      3.839e-04
1740        226.0       0.487      3.486e-04
1741        226.1       0.473      3.183e-04
1742        226.3       0.460      2.903e-04
1743        226.4       0.447      2.636e-04
1744        226.5       0.434      2.381e-04
1745        226.7       0.421      2.144e-04
1746        226.8       0.408      1.910e-04
1747        226.9       0.395      1.716e-04
1748        227.0       0.382      1.534e-04
1749        227.2       0.369      1.365e-04
1750        227.3       0.356      1.206e-04
1751        227.4       0.343      1.044e-04
1752        227.6       0.330      8.980e-05
1753        227.7       0.317      7.718e-05
1754        227.8       0.304      6.370e-05
1755        228.0       0.291      5.332e-05
1756        228.1       0.278      4.514e-05
1757        228.2       0.265      3.691e-05
1758        228.3       0.252      2.901e-05
1759        228.5       0.239      2.311e-05
1760        228.6       0.226      1.901e-05
1761        228.7       0.213      1.486e-05
1762        228.9       0.200      1.250e-05
1763        229.0       0.187      1.009e-05
1764        229.1       0.174      8.010e-06
1765        229.3       0.161      7.072e-06
1766        229.4       0.148      6.179e-06
1767        229.5       0.135      4.211e-06
1768        229.6       0.122      4.460e-06
1769        229.8       0.109      3.827e-06
1770        229.9       0.096      3.558e-06
1771        230.0       0.083      3.782e-06
1772        230.2       0.070      1.747e-06
1773        230.3       0.057      2.055e-06
1774        230.4       0.044      1.174e-06
1775        230.6       0.031      9.687e-07
1776        230.7       0.018     -1.685e-07
1777        230.8       0.005     -3.373e-07
1778        230.9      -0.008     -9.779e-07
1779        231.1      -0.021     -4.783e-07
1780        231.2      -0.034     -1.361e-06
1781        231.3      -0.047     -2.186e-06
1782        231.5      -0.060     -1.663e-06
1783        231.6      -0.073     -1.504e-06
1784        231.7      -0.086     -2.193e-06
1785        231.9      -0.099     -2.465e-06
1786        232.0      -0.112     -2.828e-06
1787        232.1      -0.125     -2.927e-06
1788        232.2      -0.138     -2.820e-06
1789        232.4      -0.151     -2.367e-06
1790        232.5      -0.164     -2.620e-06
1791        232.6      -0.177     -3.196e-06
1792        232.8      -0.190     -3.253e-06
1793        232.9      -0.203     -2.954e-06
1794        233.0      -0.216     -3.815e-06
1795        233.2      -0.229     -4.219e-06
1796        233.3      -0.242     -3.610e-06
1797        233.4      -0.255     -4.251e-06
1798        233.5      -0.268     -3.844e-06
1799        233.7      -0.281     -4.951e-06
1800        233.8      -0.294     -4.681e-06
1801        233.9      -0.307     -5.431e-06
1802        234.1      -0.320     -5.509e-06
1803        234.2      -0.333     -5.513e-06
1804        234.3      -0.346     -6.312e-06
1805        234.5      -0.359     -6.366e-06
1806        234.6      -0.372     -5.029e-06
1807        234.7      -0.385     -5.354e-06
1808        234.8      -0.396     -6.059e-06
1809        235.0      -0.390     -4.195e-06
1810        235.1      -0.377     -1.796e-06
1811        235.2      -0.364     -4.340e-07
1812        235.4      -0.351     -2.897e-07
1813        235.5      -0.338      6.223e-07
1814        235.6      -0.325      1.350e-06
1815        235.8      -0.312      2.489e-06
1816        235.9      -0.299      2.869e-06
1817        236.0      -0.286      3.017e-06
1818        236.1      -0.273      4.643e-06
1819        236.3      -0.260      4.149e-06
1820        236.4      -0.247      4.967e-06
1821        236.5      -0.234      4.533e-06
1822        236.7      -0.221      4.605e-06
1823        236.8      -0.208      6.001e-06
1824        236.9      -0.195      5.093e-06
1825        237.1      -0.182      5.491e-06
1826        237.2      -0.169      6.240e-06
1827        237.3      -0.156      5.665e-06
1828        237.4      -0.143      6.239e-06
1829        237.6      -0.130      6.071e-06
1830        237.7      -0.117      6.370e-06
1831        237.8      -0.104      7.122e-06
1832        238.0      -0.091      6.386e-06
1833        238.1      -0.078      7.219e-06
1834        238.2      -0.065      7.366e-06
1835        238.4      -0.052      7.411e-06
1836        238.5      -0.039      7.939e-06
1837        238.6      -0.026      8.152e-06
1838        238.7      -0.013      1.004e-05
1839        238.9       0.001      9.705e-06
1840        239.0       0.014      1.051e-05
1841        239.1       0.027      1.273e-05
1842        239.3       0.040      1.467e-05
1843        239.4       0.053      1.627e-05
1844        239.5       0.066      1.943e-05
1845        239.7       0.079      2.091e-05
1846        239.8       0.092      2.389e-05
1847        239.9       0.105      2.642e-05
1848        240.0       0.118      2.931e-05
1849        240.2       0.131      3.190e-05
1850        240.3       0.144      3.611e-05
1851        240.4       0.157      4.078e-05
1852        240.6       0.170      4.694e-05
1853        240.7       0.183      5.386e-05
1854        240.8       0.196      6.176e-05
1855        241.0       0.209      6.989e-05
1856        241.1       0.222      8.029e-05
1857        241.2       0.235      9.306e-05
1858        241.3       0.248      1.067e-04
1859        241.5       0.261      1.237e-04
1860        241.6       0.274      1.460e-04
1861        241.7       0.287      1.737e-04
1862        241.9       0.300      2.081e-04
1863        242.0       0.313      2.436e-04
1864        242.1       0.326      2.824e-04
1865        242.3       0.339      3.240e-04
1866        242.4       0.352      3.697e-04
1867        242.5       0.365      4.202e-04
1868        242.6       0.378      4.754e-04
1869        242.8       0.391      5.353e-04
1870        242.9       0.404      5.994e-04
1871        243.0       0.417      6.688e-04
1872        243.2       0.430      7.431e-04
1873        243.3       0.443      8.222e-04
1874        243.4       0.456      9.096e-04
1875        243.6       0.469      9.976e-04
1876        243.7       0.482      1.095e-03
1877        243.8       0.495      1.194e-03
1878        243.9       0.508      1.300e-03
1879        244.1       0.521      1.408e-03
1880        244.2       0.534      1.520e-03
1881        244.3       0.547      1.632e-03
1882        244.5       0.560      1.756e-03
1883        244.6       0.573      1.872e-03
1884        244.7       0.586      1.991e-03
1885        244.9       0.599      2.112e-03
1886        245.0       0.612      2.230e-03
1887        245.1       0.625      2.345e-03
1888        245.2       0.638      2.469e-03
1889        245.4       0.651      2.587e-03
1890        245.5       0.664      2.706e-03
1891        245.6       0.677      2.816e-03
1892        245.8       0.690      2.922e-03
1893        245.9       0.703      3.035e-03
1894        246.0       0.716      3.139e-03
1895        246.2       0.729      3.245e-03
1896        246.3       0.742      3.358e-03
1897        246.4       0.755      3.449e-03
1898        246.5       0.768      3.554e-03
1899        246.7       0.781      3.661e-03
1900        246.8       0.794      3.761e-03
1901        246.9       0.807      3.855e-03
1902        247.1       0.820      3.949e-03
1903        247.2       0.833      4.043e-03
1904        247.3       0.846      4.138e-03
1905        247.5       0.859      4.229e-03
1906        247.6       0.872      4.317e-03
1907        247.7       0.885      4.402e-03
1908        247.8       0.896      4.452e-03
1909        248.0       0.890      4.172e-03
1910        248.1       0.877      3.822e-03
1911        248.2       0.864      3.538e-03
1912        248.4       0.851      3.289e-03
1913        248.5       0.838      3.062e-03
1914        248.6       0.825      2.842e-03
1915        248.8       0.812      2.639e-03
1916        248.9       0.799      2.454e-03
1917        249.0       0.786      2.277e-03
1918        249.1       0.773      2.113e-03
1919        249.3       0.760      1.963e-03
1920        249.4       0.747      1.824e-03
1921        249.5       0.733      1.687e-03
1922        249.7       0.721      1.557e-03
1923        249.8       0.708      1.439e-03
1924        249.9       0.694      1.327e-03
1925        250.1       0.682      1.225e-03
1926        250.2       0.669      1.129e-03
1927        250.3       0.655      1.040e-03
1928        250.4       0.643      9.576e-04
1929        250.6       0.630      8.794e-04
1930        250.7       0.616      8.047e-04
1931        250.8       0.604      7.379e-04
1932        251.0       0.591      6.789e-04
1933        251.1       0.577      6.211e-04
1934        251.2       0.564      5.691e-04
1935        251.4       0.552      5.187e-04
1936        251.5       0.538      4.755e-04
1937        251.6       0.525      4.352e-04
1938        251.7       0.513      3.953e-04
1939        251.9       0.499      3.615e-04
1940        252.0       0.486      3.307e-04
1941        252.1       0.473      2.998e-04
1942        252.3       0.460      2.729e-04
1943        252.4       0.447      2.474e-04
1944        252.5       0.434      2.256e-04
1945        252.7       0.421      2.021e-04
1946        252.8       0.408      1.827e-04
1947        252.9       0.395      1.639e-04
1948        253.0       0.382      1.461e-04
1949        253.2       0.369      1.288e-04
1950        253.3       0.356      1.123e-04
1951        253.4       0.343      9.820e-05
1952        253.6       0.330      8.531e-05
1953        253.7       0.317      7.304e-05
1954        253.8       0.304      6.201e-05
1955        254.0       0.291      5.149e-05
1956        254.1       0.278      4.209e-05
1957        254.2       0.265      3.378e-05
1958        254.3       0.252      2.776e-05
1959        254.5       0.239      2.241e-05
1960        254.6       0.226      1.787e-05
1961        254.7       0.213      1.471e-05
1962        254.9       0.200      1.152e-05
1963        255.0       0.187      9.600e-06
1964        255.1       0.174      7.361e-06
1965        255.3       0.161      6.877e-06
1966        255.4       0.148      6.135e-06
